Username,Verified,Comment Text,Likes,Time,Replies,Translation,Offensive?
joy_das_60,FALSE,🔥🔥🔥🔥😍,1,4d,0,FALSE,FALSE
moontaha_2008,FALSE,Jatir vabi ..!!!,36,4d,0,FALSE,FALSE
rafiqul_islam02,FALSE,wow,0,4d,0,FALSE,FALSE
__tasnim__0.0,FALSE,🩷✨,0,4d,0,FALSE,FALSE
shreyash.is.good1122,FALSE,Ki manaise dujonke 😮 woww 🙌,0,4d,0,TRUE,FALSE
lorancejitu,FALSE,😮👏,0,4d,0,FALSE,FALSE
avay.tbh,FALSE,Late April fool?,4,4d,0,FALSE,FALSE
nem_joon99,FALSE,Hayreee,0,4d,0,FALSE,FALSE
amdadhosssen105,FALSE,Manaiche😵,0,4d,0,FALSE,FALSE
nem_joon99,FALSE,R eta dekha baki cilo😢,0,4d,0,TRUE,FALSE
tanu_hyun,FALSE,Iss dono ko kisiki Najar na lage 😩🌚🤌🏻,15,4d,0,TRUE,FALSE
rasprotectorate,FALSE,Ami... Bhabsi hoye gese 👀,249,4d,0,TRUE,FALSE
smitaa_139,FALSE,Dhur ami mone korlam aro tmdr engagement er announcement,0,4d,0,TRUE,FALSE
nem_joon99,FALSE,"Mante partasi nh,, tmi sudu amr😞",0,4d,0,TRUE,FALSE
saddam__hossen__,FALSE,বিয়ের করে পোস্ট করেছে ভাবছিলাম😅,3,4d,0,TRUE,FALSE
__s.a.f__w.a.n__,FALSE,Vabis,0,4d,0,FALSE,FALSE
cuber__arnab,FALSE,Hmmmm matching matching 💀,2,4d,0,FALSE,FALSE
_riam_05,FALSE,Dirim,0,4d,0,FALSE,FALSE
_arafat_0.2,FALSE,Such a graceful and elegant couple...👌🏻👌🏻,0,4d,0,FALSE,FALSE
neymar_saju,FALSE,Vabiiiii❤️,1,4d,0,FALSE,FALSE
abeer_audri,FALSE,❤️❤️❤️,1,4d,0,FALSE,FALSE
sakib_alfaz_0_,FALSE,Mashaallah ❤️,5,4d,0,FALSE,FALSE
annamallick,FALSE,🔥🔥🔥🔥,1,4d,0,FALSE,FALSE
_type_shitt_,FALSE,😭😭😭😭🤲🏻🎀,3,4d,0,FALSE,FALSE
zaru_shi_08,FALSE,Same same but dreffent!,0,4d,0,FALSE,FALSE
misbacoree,FALSE,,0,4d,0,FALSE,FALSE
humairasanda,FALSE,❤️❤️❤️,1,4d,0,FALSE,FALSE
r_a_i_h_a_n_11,FALSE,,0,4d,0,FALSE,FALSE
luxurious_shop_99,FALSE,So sweet ❤️,1,4d,0,FALSE,FALSE
i_am.faahad,FALSE,Cute,1,4d,0,FALSE,FALSE
muhtasim512,FALSE,Married post chaii🤭 jeno congratulations janate parii😍,1,4d,0,FALSE,FALSE
mdefazchowdhury,FALSE,Oi kireee😒,0,4d,0,FALSE,FALSE
servingmyprettyface,FALSE,The way i screamed!! 😭😭 They both look so beautiful mashallah💌,1,4d,0,FALSE,FALSE
aninda_rahman,FALSE,Cuteeee,1,4d,0,FALSE,FALSE
notnapax,FALSE,"This photo will break the internet soon! ""তাহলে কি বিয়ে হতে যাচ্ছে রাফসান আর সুনেহরার?!""",173,4d,0,TRUE,FALSE
i_am_shaddiq,FALSE,National vabi hobe🥲,2,4d,0,TRUE,FALSE
zesty_shiii,FALSE,Bhai biye koira felen boring lagtese onk ektu,1,4d,0,TRUE,FALSE
aaaaaaaaaaaaaaaaaaaabrar,FALSE,❤️🔥🔥,1,4d,0,FALSE,FALSE
_your_everythink_,FALSE,Why I am thinking it's a married post😂,303,4d,0,FALSE,FALSE
shabab_shhh,FALSE,Ishq hai,1,4d,0,FALSE,FALSE
feat.promyyyyy,FALSE,Dhur bhabsi biye hoye gese😭,1,4d,0,TRUE,FALSE
sakil_rahmanz,FALSE,Position টা একটু এদিক ওদিক হলেই ব্যাস💀,2,4d,0,TRUE,FALSE
ayan_khan_rks,FALSE,,1,4d,0,FALSE,FALSE
_abid_gone_,FALSE,Same same color dress 👀something something,2,4d,0,FALSE,FALSE
____amaz___09,FALSE,Airkm akta weeding post ar opekkai 😭,1,4d,0,TRUE,FALSE
kiddo.here_,FALSE,Ahaa😭😭😭😭,1,4d,0,FALSE,FALSE
nafis.hasan._,FALSE,Bhai apnar bhuri din din bartese bhuri koman,2,4d,0,TRUE,FALSE
_purmita,FALSE,Ar ekhon @thechotobhai sobar comment er reply e bro bro… likhte thakbe as always 🙂‍↕️🙂‍↔️,0,4d,0,TRUE,FALSE
dontlook_heisadeeb,FALSE,Ahaa 🔥❤️😋😋,1,4d,0,FALSE,FALSE
zadid_btw,FALSE,"Come on @thechotobhai, vhondami na kre just marry her",2,4d,0,FALSE,FALSE
tanzintouhiduzzaman,FALSE,Couple goal 🔥,0,4d,0,FALSE,FALSE
_its_jayma,FALSE,Having a best friend like you is truly a blessing.,3,4d,0,FALSE,FALSE
bdxevent,FALSE,Bro got married shit,1,4d,0,FALSE,TRUE
songlap_07,FALSE,Marry someone who looks at you like this.,2,4d,0,FALSE,FALSE
rizzhypen,FALSE,I think we can stop playing dumb atp 🥀💔,2,4d,0,FALSE,FALSE
_abid_gone_,FALSE,Sunehrar bag o carry kore dekhi 🐸,1,4d,0,TRUE,FALSE
rubaiya2026,FALSE,❤️❤️❤️,3,4d,0,FALSE,FALSE
chowdhuryjain,FALSE,😍❤️🔥,1,4d,0,FALSE,FALSE
parijat.devi,FALSE,Same outfit :))!,1,4d,0,FALSE,FALSE
siam___ahmed10,FALSE,really 😮,1,4d,0,FALSE,FALSE
neglected_siam,FALSE,Biya when?,2,4d,0,FALSE,FALSE
his_kim_chi,FALSE,Jonogon aro sure Hoye gelo 🙌,1,4d,0,TRUE,FALSE
_ro______hi_,FALSE,Rafsan ar bow,1,4d,0,FALSE,FALSE
nadia_540789,FALSE,Caption na pore shudhu pic dekhle j keu mone korbe biye announcement er post 🤭❤️ but yeah you both look so cute...  more,1,4d,0,FALSE,FALSE
aniket_world69,FALSE,2 jon k ak sathe khub shundar lagtise boibahik jibon sukher hok🙂💔,1,4d,0,TRUE,FALSE
nafiya_afrin_tonima_,FALSE,😩🫶,1,4d,0,FALSE,FALSE
tahsin_akromon,FALSE,Your best pookie fr fr,0,4d,0,FALSE,FALSE
__naziyanaaa__,FALSE,Ohhhh Eita biyer post naa Tahole 🥲,1,4d,0,TRUE,FALSE
d_a_r_k_yagami,FALSE,Bia done?,2,4d,0,FALSE,FALSE
karanhhixx___,FALSE,Best 🙌,1,4d,0,FALSE,FALSE
fiham_18_07,FALSE,Same same but different,1,4d,0,FALSE,FALSE
shanto_breh,FALSE,Caption dekhar age to vabsi tomra biye kore felso vai,1,4d,0,TRUE,FALSE
decxno.w,FALSE,Bhai biye ta koirai felen jokes aside YOU TWO LOOK DAMNNN GOOOD!,1,4d,0,FALSE,TRUE
abim_ferdous,FALSE,Bro its obvious,3,4d,0,FALSE,FALSE
tannvir__,FALSE,Apnara biye keno korsen na?,3,4d,0,TRUE,FALSE
latifayeasmn,FALSE,I thought biyer post diye dise lmao 🤣,61,4d,0,FALSE,FALSE
aish_o_o_orjo,FALSE,Ohooo goals,1,4d,0,FALSE,FALSE
your__maya07,FALSE,🌝🌝🌝🌝,1,4d,0,FALSE,FALSE
unfunny_freezer,FALSE,Ami vabsi mone hoy biyar post🥀😵‍💫,0,4d,0,TRUE,FALSE
aadi_aat,FALSE,Sunehra The Choto Vabi,2,4d,0,FALSE,FALSE
partsofarts_,FALSE,Getting married soon?,1,4d,0,FALSE,FALSE
latifayeasmn,FALSE,Shobar biye hoitese tmdr tai Baki ken mia ektu biyer vlogs dekhtam LoL 😆,2,4d,0,TRUE,FALSE
ridowan__mohammad18,FALSE,❤️🌸,1,4d,0,FALSE,FALSE
arafat_1455,FALSE,Vai kobe biye korlen😭,1,4d,0,TRUE,FALSE
_.farhan_vaiyaaaa.___,FALSE,Ami vablam marital status 🥲🤲,1,4d,0,FALSE,FALSE
shourov2008,FALSE,Jodi beche taki tahole dekbo apni @t.sunehra kei biye korben 😁👀,2,4d,0,TRUE,FALSE
_rafiaaa__,FALSE,Allahumma barik,1,4d,0,FALSE,FALSE
md_mehedi_patwary00,FALSE,Biya korbo Kobe baya 👀,1,4d,0,TRUE,FALSE
yasin_iqball,FALSE,Is it a married post? 🫠,1,4d,0,FALSE,FALSE
_.m4lih4_,FALSE,wow literally thought biyar post,10,4d,0,FALSE,FALSE
majestic_beb,FALSE,Bro ❌ bor ✅.,1,4d,0,FALSE,FALSE
vsitorx,FALSE,"Who cares, I’m awesome😈😍",1,4d,0,FALSE,TRUE
ansar____y,FALSE,Vai duijone biye ta kore pelle ki etota kharap hoy?? 🤭,1,4d,0,TRUE,FALSE
majestic_beb,FALSE,Matching outfit💀 @thechotobhai 💀biye kokhon?,1,4d,0,TRUE,FALSE
saikatislam.09,FALSE,jamai bou,1,4d,0,FALSE,FALSE
m_abir_08,FALSE,✨✨❤️,1,4d,0,FALSE,FALSE
mahathir_ishan_,FALSE,Aint no way bro getting married b4 gta 6.🔥🔥,2,4d,0,FALSE,FALSE
sam.xology,FALSE,Congratulations! Wishing you a happy married life filled with love 🔥😂,1,4d,0,FALSE,FALSE
zahi_dprodhan,FALSE,Bro what day we will congrats both of you...  more,1,4d,0,FALSE,FALSE
mahfuj_0.0_,FALSE,Why am I thinking you are husband and wife?? 😻,2,4d,0,FALSE,FALSE
mihad.xyz,FALSE,Aren’t you guys husband - wife?,4,4d,0,FALSE,FALSE
sam_leonardo69,FALSE,shaadi when bhai?,2,4d,0,FALSE,FALSE
adnansameerdeep,FALSE,Love is blind,1,4d,0,FALSE,FALSE
arsiarvi_98,FALSE,Kobe tmdr biyer news ta jante parbo?,1,4d,0,TRUE,FALSE
tanbir_shanto.__,FALSE,Br0 etto confused and confession korar dorkar nai biye taa kore felo:),5,4d,0,TRUE,FALSE
emojiegurlll,FALSE,Vabsilam biye ta hoye gelo at last 😢,1,4d,0,TRUE,FALSE
thechotobhai,TRUE,Verified  Any Valorant/CS2 players in the chat?,72,1w,0,FALSE,FALSE
mush.tamzid,FALSE,Ei leigai kj kheli na (PARI na kj),3,1w,0,FALSE,FALSE
salmanchowdhuryw,FALSE,that one friend in our 5 stack ahh,0,1w,0,FALSE,FALSE
fahim_adil.85,FALSE,Shoundor hoyce ❤️🙌.,0,1w,0,FALSE,FALSE
nubaid.d.nafi,FALSE,Let him cook,1,1w,0,FALSE,FALSE
sami_ulamin,FALSE,bhai,1,5d,0,FALSE,FALSE
susaurass_,FALSE,Amar bashar kitchen e cook korte paro as u don’t have one,8,1w,0,FALSE,FALSE
sinthia_28,FALSE,Bro cooked it so well 🔥,0,1w,0,FALSE,FALSE
sadmanpro,FALSE,We lost !!,0,1w,0,FALSE,FALSE
astrowoalid,FALSE,"""kj why aren't you moving?"". *Le the KJ on our team",98,1w,0,FALSE,FALSE
rezasaleheenruhin,FALSE,Gamer ❌ ...  more,5,6d,0,FALSE,FALSE
princessprapti12345,FALSE,Chi vai amader deshe j ranna ghore ovab ta ajk janlam,1,1w,0,TRUE,FALSE
rid.syncc,FALSE,no wonder why my teammates go afk every 2 minutes,83,1w,0,FALSE,FALSE
emtiaz_uddin7,FALSE,Bro cooking both irl and val,1,1w,0,FALSE,FALSE
nafis._.nrn,FALSE,Bro took Let him cook personally....,2,1w,0,FALSE,FALSE
_tyb.simanto79_,FALSE,bro is literally cooking,2,1w,0,FALSE,FALSE
bushras_tale,FALSE,Allah khida lege gelooooo its 5 am now @thechotobhai !! 😭,0,6d,0,FALSE,FALSE
san__doi,FALSE,"@surgeon_of_death96 : scolding me for not giving calls, me after setting up every round",1,1w,0,FALSE,FALSE
maheen_091_,FALSE,Bro's pc cooked too,1,1w,0,FALSE,FALSE
prethu._ig,FALSE,Meanwhile My KJ thinks he's Jett,18,1w,0,FALSE,FALSE
md.muin_,FALSE,Screen ta gese mane hoi,9,1w,0,TRUE,FALSE
mashrahamunni,FALSE,Moja hoiche?,1,1w,0,TRUE,FALSE
_ordinary.nahid_,FALSE,Vhiyeee🥰🥰,0,1w,0,FALSE,FALSE
xoyiy,FALSE,Kitchen set up,0,1w,0,FALSE,FALSE
ezan_ahmed_emu,FALSE,amio khete chai...!🔥,1,1w,0,TRUE,FALSE
tgc_do_you_know,FALSE,Bro tumi ki ki games khelo,1,1w,0,FALSE,FALSE
rookyy_81,FALSE,aint no way bro is playing valorant in the big 2025 😭🥀,3,1w,0,FALSE,FALSE
_ordinary.nahid_,FALSE,Vhiii dawatt dilaaa naaa...🙂🤌,2,1w,0,FALSE,FALSE
tgc_do_you_know,FALSE,Bro tumi kobe theke valorant khelo,0,1w,0,TRUE,FALSE
goofy_turtle_,FALSE,Eating while gaming❌ Cooking while gaming✅,0,1w,0,FALSE,FALSE
frozenbackline,FALSE,That one friend when gaming,1,1w,0,FALSE,FALSE
iamm._.e._.m2301,FALSE,"Bro is cooking while cooking,core mentality fr🤌🏻...........",1,1w,0,FALSE,FALSE
_atik._.ahrar_,FALSE,Mouse model?,0,1w,0,FALSE,FALSE
aadi_aat,FALSE,Bro gaming table ey cook korei ki khete hobe. Use kitchen bro,0,1w,0,FALSE,FALSE
azraf_alavi_islam,FALSE,Valorant+kitchen,0,1w,0,FALSE,FALSE
aariyan_editz,FALSE,Bro Pls Reply To Me. Ronaldo's The Goat 🔥🐐,0,1w,0,FALSE,FALSE
_divacore_,FALSE,Oh bro dmn🤩,0,1w,0,FALSE,FALSE
ur_fav_mehrab,FALSE,Wanna vs?,0,1w,0,FALSE,FALSE
istiak_01,FALSE,Me As a guy who home cooks and uses a electric chula😂. Cooking infront of the screen will obviously screen'r 12 tah...  more,0,1w,0,FALSE,FALSE
abs4mamun,FALSE,"You're not playing game, so why not make it in the kitchen 🙄",0,1w,0,FALSE,FALSE
blessed_by_sea,FALSE,"Unknown : ""Khai dai kam nai?""",0,1w,0,FALSE,FALSE
labib.ig,FALSE,bolsilam @mahimmakes got a competitor.,0,1w,0,FALSE,FALSE
oalom_gir,FALSE,Like me ! 🙂,0,1w,0,FALSE,FALSE
officialimran_30,FALSE,Cs2 khalen na?,0,1w,0,FALSE,FALSE
smminhajulabedin1,FALSE,with valorant,0,1w,0,FALSE,FALSE
sensakuraiii18,FALSE,Ki luxury jibon Bhai 🙂👏,0,1w,0,FALSE,FALSE
swapnoahsan,FALSE,whats your rank? Lets stack together,0,1w,0,FALSE,FALSE
israfat_azad,FALSE,Wanna vs rafsan bhai,0,1w,0,FALSE,FALSE
_.af33f_,FALSE,average comp teammates,0,1w,0,FALSE,FALSE
armitarajput6,FALSE,Impressive 🔥💫 😈🙈,0,1w,0,FALSE,TRUE
mahmudul._haque_.mahi,FALSE,Allat to die to a AWP or deagle user.,0,1w,0,FALSE,FALSE
ornob.jain,FALSE,lolzz 🙂,0,1w,0,FALSE,FALSE
jsth3rs,FALSE,Teammates you get when playing ranked ah scene,0,1w,0,FALSE,FALSE
lr_lora_,FALSE,❤️🙌🔥,0,1w,0,FALSE,FALSE
kazialfi14,FALSE,Vai Vedio er sathe song ta ekdom e match hoi nai,0,1w,0,TRUE,FALSE
call_me.sultana,FALSE,Rafsan the cook..... Bringing justice to you guys... 🤌🔥,0,1w,0,FALSE,FALSE
md.muin_,FALSE,😂😂😂😂😂,0,1w,0,FALSE,FALSE
photosby_galib,FALSE,Which is your main?,0,1w,0,FALSE,FALSE
anika_tabassum57,FALSE,হাহাহা,0,1w,0,TRUE,FALSE
rodela.32,FALSE,Bro ami khabo . Amk daw 😳,0,1w,0,FALSE,FALSE
mahin_found,FALSE,Bro ami tmr sathe val khelte chai...,0,1w,0,TRUE,FALSE
kalo.manushh,FALSE,Bhaia ami tomar sathe khelte chai please😢😢,0,1w,0,FALSE,FALSE
azwad_rab,FALSE,Bhai how???😂,0,1w,0,FALSE,FALSE
ahnaf._.died,FALSE,Egula korle team mate gaali dey na?,0,1w,0,TRUE,FALSE
zarifff.22,FALSE,Egula koro amar shathe rank e dhuike bhai.. khela jabena ar tomar shathey,0,1w,0,TRUE,FALSE
sakib_alfaz_0_,FALSE,He bro ki obostha..??,0,1w,0,TRUE,FALSE
barnischewing_gum,FALSE,So ur telling me i need to do this in order to play proper kj?,0,1w,0,FALSE,FALSE
_muntakimur_nafi_,FALSE,Same amader team eo ase round shuru hoileo spawn e boiya thake😑,0,1w,0,TRUE,FALSE
munshi_abdullah_,FALSE,Wtff!😐,0,1w,0,FALSE,FALSE
infernohallow,FALSE,Stop playing unrated bruh,0,1w,0,FALSE,FALSE
titan_traverse_,FALSE,Bro can I play with ya? Reyna and Omen main ...  more,0,1w,0,FALSE,FALSE
_.0.___.shakib.___.0._,FALSE,"Bro, valorant a to round ta to haira galan",0,1w,0,FALSE,FALSE
__.incursio.__,FALSE,Do one with Chamber !,0,1w,0,FALSE,FALSE
sksoaibsarker,FALSE,Bro is cooking everywhere 👏,0,1w,0,FALSE,FALSE
mahtabmashuq,FALSE,,0,1w,0,FALSE,FALSE
towtowcian,FALSE,"yea, dude will you play valo with me??",0,1w,0,FALSE,FALSE
r0ng0n.exe,FALSE,we got rafsan the chotovai playing valorant before gta 6,0,1w,0,FALSE,FALSE
shahria.nnafis,FALSE,I want to be your gaming partner 😶💀,0,1w,0,FALSE,FALSE
_anu_07h,FALSE,Omen or Cypher!!🔥❤️ Plus Omen has cake😭🤌,0,1w,0,FALSE,FALSE
bdxevent,FALSE,The rich kid cooking in front his pc not being scared to ruin it😂,0,1w,0,FALSE,FALSE
sameen_void,FALSE,Thats why ur still hardstuck bronze😢,0,1w,0,FALSE,FALSE
v_hannnn,FALSE,Reyna or raze khelo then dekho move na korle tm ra kmne tmr steak banay😆,0,1w,0,FALSE,FALSE
_abcmunna_,FALSE,teammates in rank up match,0,1w,0,FALSE,FALSE
_itzz__tahmid__,FALSE,Kitchen simulator khelooo. Valorant na kheilaaa.,0,1w,0,FALSE,FALSE
ahmad_rayhan08,FALSE,Vhi ki 5090 necho naki😮,0,1w,0,FALSE,FALSE
ig_shahriarshihab,FALSE,@lameass.loser tuio bana akta video 🔥,0,1w,0,FALSE,FALSE
mdpiyash346,FALSE,Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩❤️,0,1w,0,FALSE,FALSE
tani.mehz,FALSE,🔥,0,1w,0,FALSE,FALSE
mashf1q,FALSE,Bro has a kitchen knife in his drawer,0,1w,0,FALSE,FALSE
_jahaa.n,FALSE,Where is suneheras cmt??,0,1w,0,FALSE,FALSE
abrar_h.911,FALSE,ow your reels get viral more in Instagram than youtube,0,1w,0,FALSE,FALSE
sayeed_al_hasnat_7,FALSE,Female Gaming setup 😭,0,1w,0,FALSE,FALSE
kryptic.uwu,FALSE,Average ranked match teammates 💀,0,1w,0,FALSE,FALSE
the.masked.bangladeshi,FALSE,Bro cooked before GTA-6 💀🥶,0,1w,0,FALSE,FALSE
nuraz_rizzler,FALSE,Bhaiya ami apnar shathe valorant khelte chai apni jodi apnar username ta diten,0,1w,0,TRUE,FALSE
totallynot_taki_,FALSE,"afk koren kn ? ban khaben to mia,ranna banna apnar boure korte bolen",0,1w,0,TRUE,FALSE
_bubbiessss_blue_,FALSE,Dude....night core....🔥🔥,0,1w,0,FALSE,FALSE
bettercalltashin,FALSE,bhai spawn e dariye theke ranna korche🫠. btw Kuronami give away korben na?,0,1w,0,TRUE,FALSE
brown_ambush,FALSE,my tongue is watering 🤤,0,1w,0,FALSE,FALSE
hoquefahad,FALSE,After match Riot gams Ban for 5 minutes 😄,0,1w,0,FALSE,FALSE
brown_peacock,FALSE,cooking both game and food😌✋🏻,0,1w,0,FALSE,FALSE
naharshaifun,FALSE,Do ACE in live...,0,1w,0,FALSE,FALSE
meme_live3,FALSE,Bro still play with kj damn,0,1w,0,FALSE,TRUE
shawon_on_max,FALSE,খাওয়ার রিভিউটা যদি দিতেন 😂,0,1w,0,TRUE,FALSE
jigga_kelly,FALSE,WHERE TF IS KJ???...  more,0,1w,0,FALSE,FALSE
__safwanshaan,FALSE,@farhainna_,0,1w,0,FALSE,FALSE
_rrimu__nusrat_,FALSE,Bhai tmr ammu boke ni tmi room ke kitchen banai nicho!!!🥲,0,1w,0,TRUE,FALSE
hex_yeannnn,FALSE,breeze is not even on the map pool🙏🙏,0,1w,0,FALSE,FALSE
zairf.404,FALSE,My teammates in my rankup game:,0,1w,0,FALSE,FALSE
takumi_fujiwara_7,FALSE,bhai dekhi immortal,0,1w,0,FALSE,FALSE
yue_aswad,FALSE,bro is instalocker,0,1w,0,FALSE,FALSE
habiqul9,FALSE,Kha vai dekhaya khais na 😢,0,1w,0,FALSE,FALSE
sajed_shikto,FALSE,Bro cooked the setup aswell 😂,0,1w,0,FALSE,FALSE
bangladeshi_related,FALSE,Bhai GTA 6 er jonno excited?.... (Akta gaming id khule felen🙃),0,1w,0,TRUE,FALSE
aizns7,FALSE,Bro you'll burn the screen at this rate🙂,0,1w,0,FALSE,FALSE
stillsiam,FALSE,valo player sirr,0,1w,0,FALSE,FALSE
md._mithun_sharder_,FALSE,Bro can you play free fire.????🔥,0,1w,0,FALSE,FALSE
heisenburg_13,FALSE,Bro is a killjoy main ???,0,1w,0,FALSE,FALSE
tissue_paper_16,FALSE,Rank ki bhai,0,1w,0,FALSE,FALSE
reduwan_1,FALSE,i play valorant .... whats your valorant id,0,1w,0,FALSE,FALSE
hu.zzz.aif,FALSE,That instalock reyna in my team,0,1w,0,FALSE,FALSE
chayan__nath,FALSE,Sundor hoicay bro ❤️❤️🔥🔥🔥,0,1w,0,TRUE,FALSE
mahmudhasan3301,FALSE,Be careful don't burn ur monitor🔥,0,1w,0,FALSE,FALSE
yeap.am_ahnaf,FALSE,Basay kitchen nai??,0,1w,0,FALSE,FALSE
uffsaad,FALSE,This reel has triggered my OCD more than everything,0,1w,0,FALSE,FALSE
israfat_azad,FALSE,Game name,0,1w,0,FALSE,FALSE
halal_aizen,FALSE,If i do this my mom would stand behind me like a demon 💀🙏🏾,0,1w,0,FALSE,FALSE
scary_barbienisu,FALSE,Masallah❤️,0,1w,0,FALSE,FALSE
toma_chw,FALSE,kaca kaca mone hocche bhetore🙂 eta thik kore fried hoice?,0,1w,0,TRUE,FALSE
_.0.___.shakib.___.0._,FALSE,Vai ami Cs2,0,1w,0,FALSE,FALSE
ak_has_died,FALSE,"The kj on my team, Istg",0,1w,0,FALSE,FALSE
aaaa_sabi,FALSE,Bro just really cooked the game 🤣🤤,0,1w,0,FALSE,FALSE
0xazanx0,FALSE,@thechotobhai inv me over let me play a match with you 😭,0,1w,0,FALSE,FALSE
0xazanx0,FALSE,na sova is best T+T,0,1w,0,FALSE,FALSE
yasirfaruqui77,FALSE,Ong i cook 100x better,0,1w,0,FALSE,FALSE
o_0.mahbub_porag,FALSE,you should cook on your gpu😂,0,1w,0,FALSE,FALSE
turfa.khatun,FALSE,bro cooked the game😂,0,1w,0,FALSE,FALSE
itz_ratul_zzz,FALSE,i through its a europe yter but ai ta to amader boro bhai:>:>,0,1w,0,FALSE,FALSE
why_so_serious_brooo,FALSE,Sage main😢,0,1w,0,FALSE,FALSE
redwanhamid_05,FALSE,Kj main amio,0,1w,0,FALSE,FALSE
aurashraf,FALSE,kayo mains be like:- 🤖-🍳-🍲,0,1w,0,FALSE,FALSE
ejab_7,FALSE,bro we cook others in game,0,1w,0,FALSE,FALSE
majestic_ibtesham,FALSE,Bhai big 2025 e kemne val khele tf 😭💔🥀,0,6d,0,TRUE,FALSE
sarikapng,FALSE,Whats ur rank 😮,0,6d,0,FALSE,FALSE
arshuabdullahh,FALSE,Bro is cooking while cooking in valo,0,6d,0,FALSE,FALSE
knownastosin,FALSE,Toilet 🚽 tao table er Sathe Nia nao .taile ar kosto Korte hoilo nah !,0,6d,0,TRUE,FALSE
itz_sg_255,FALSE,"Wanna rank push? I was diamond,now silver",0,6d,0,FALSE,FALSE
__tanjina_koly__,FALSE,❤️,0,6d,0,FALSE,FALSE
_rkrockk,FALSE,Play valo with me bro ❤️,0,6d,0,FALSE,FALSE
cyber_psycho_01,FALSE,Ei leigayi nsu chance paynai R ami bhapsi chance pawa hard,0,6d,0,TRUE,FALSE
olid809,FALSE,So sad bro!,0,6d,0,FALSE,FALSE
ja_fahim_10,TRUE,Verified  pro🔥,0,6d,0,FALSE,FALSE
shun.kiwii,FALSE,immortal gun buddy?,0,6d,0,FALSE,FALSE
foysal_chowdhury_,FALSE,Now I understand what my teammates are doing and why I am D-ranking,0,6d,0,FALSE,FALSE
nirob.127,FALSE,valo lover 😂,0,6d,0,FALSE,FALSE
tokito_muichiro33,FALSE,-23 RR,0,6d,0,FALSE,FALSE
apurboooo_,FALSE,bhai parle compe te kore dekhan,0,6d,0,TRUE,FALSE
lowan.dhk,FALSE,This why ur still ascendant 2,0,6d,0,FALSE,FALSE
osman_sarwar2,FALSE,I can hear the lobby,0,6d,0,FALSE,FALSE
__safir_here__,FALSE,POV : my teammates on my rank up match :_),0,6d,0,FALSE,FALSE
exotic_dilshan,FALSE,Iftekhar bhai when you doing this sort of challenges with a young subscriber ?,0,6d,0,FALSE,FALSE
fr_nihal_21,FALSE,@thechotobhai I play...❤️,0,6d,0,FALSE,FALSE
iamn4h1d,FALSE,Nightmares of ocd peoples,0,6d,0,FALSE,FALSE
sajid17393,FALSE,Sunerah vabir kach theke review nen,0,6d,0,TRUE,FALSE
itz_me_anas.9.0,FALSE,Vai👏,0,6d,0,FALSE,FALSE
ethereal_x15,FALSE,Bro cooked both dish and valorant 💀,0,6d,0,FALSE,FALSE
ahnaf1x_,FALSE,Keyboard kontaa👀,0,6d,0,FALSE,FALSE
ae__ro,FALSE,Then you got ban for 1 hr :(,0,6d,0,FALSE,FALSE
usxless.__.doll,FALSE,Afk offense ban soon,0,6d,0,FALSE,FALSE
_brown.rey_,FALSE,F****!!!!,0,6d,0,FALSE,FALSE
siam.sarker.10,FALSE,How the ur immo?,0,6d,0,FALSE,FALSE
_ori_tro,FALSE,[Chat /All ] : Afk base,0,6d,0,FALSE,FALSE
amran_rabbi84,FALSE,Bruh just cooking 💀🫶,0,6d,0,FALSE,FALSE
aritrq,FALSE,My ranked teammates.,0,6d,0,FALSE,FALSE
joba_jobaida,FALSE,❤️❤️❤️,0,6d,0,FALSE,FALSE
kazisifat703,FALSE,-🤍🤍,0,6d,0,FALSE,FALSE
the_nod3,FALSE,👏report rafsan bhay because he was botting in that match,0,6d,0,FALSE,FALSE
the_nod3,FALSE,Pc specs sir!,0,6d,0,FALSE,FALSE
pollob_bhuiyan,FALSE,"Bro, I want to know your review of the food, from you ?",0,6d,0,FALSE,FALSE
arnob_sazzad_official,FALSE,Abar motu hoiben mia,0,6d,0,FALSE,FALSE
ahilabrar1,FALSE,🔥🔥🔥,0,6d,0,FALSE,FALSE
rishad_nigar,FALSE,"At this temperature, is the computer still working?",0,6d,0,FALSE,FALSE
zakaria_ayon,FALSE,Radiant gameplay manush ke kj kheltew baddho kore :'(,0,5d,0,FALSE,FALSE
wittyfeats,FALSE,Bhai vabi k ranna kore Kobe khawaben?,0,5d,0,TRUE,FALSE
nazeel.__,FALSE,Day 1 of commenting on @thechotobhai comment section so that he comes to review my university’s cafeteria,0,5d,0,FALSE,FALSE
monjunurrahman,FALSE,Ato nesha😂,0,5d,0,FALSE,FALSE
sdaktahossain420,FALSE,Avg teammate activity when I told him to plant the f**king spike 😭😭,0,5d,0,FALSE,FALSE
kufadaone,FALSE,Unrated vaiii??!!! Comp khelo naaa????!! Rank kiii?????!!,0,5d,0,FALSE,FALSE
audhora_moni_132,FALSE,I think you are lazy😂,0,5d,0,FALSE,FALSE
ahilabrar1,FALSE,🔥🔥🔥,0,5d,0,FALSE,FALSE
