,Comment Text,Likes,Replies,Translation,Offensive?
523,Eivabei ekdin dkhbo alhamdulillah we're finally together 🙂.. taina bhai?,0,0,False,False
524,Sunehra apu re deikha like dilam... She is looking soo prettyyy 👀,0,0,False,False
525,Uff please don't end up with him sunehra you deserve better 😭,0,0,False,False
526,My thoughts 🤦🏻‍♀️,0,0,False,False
527,Biye kobe korba bhai?,0,0,True,False
528,Don’t lose her. It hurts,0,0,False,False
529,❤️,0,0,False,False
530,Bro tumar saal ta koithaika nicho?,0,0,True,False
531,It seems like the brother will get married soon.,0,0,False,False
532,Ekjon ase jatir sewage cachi @t.sunehra API holo jatir choto vhabi 🥹🎀,0,0,True,False
533,এইবার বিয়ে করে ফেলো ভাই,0,0,True,False
534,Bujhlam na bhai emne hudai suspense baraite thakar mane da ki biye kore announce korlei to hoy,0,0,True,False
535,So we all thought the same??😭😭,0,0,False,False
536,awwww🔥,0,0,False,False
537,Best couple ❤️❤️❤️❤️❤️,0,0,False,False
538,Please marry her 😭❤️,0,0,False,False
539,@sa_ms_ul_a_r_f_i_n tor crush Rafsan are kaca 😂,0,0,False,False
540,Bro oi din kmne bachba,0,0,True,False
541,Jeidin jonogon er shondeho shotto hobe?,0,0,True,False
542,Lovely hidden couple❤️,0,0,False,False
543,Uss 😭,0,0,False,False
544,Love you bhabi😭😉,0,0,False,False
545,❤️❤️,0,0,False,False
546,Nice siblings ☺️,0,0,False,False
547,If you are married to him I'll be very happy 😍 Who agrees with me.,0,0,False,False
548,❤️❤️,0,0,False,False
549,Vabi😭😭,0,0,False,False
550,Suspicious....,0,0,False,False
551,Rafsan the choto bhai big fan pls follow me 😭😭😭,0,0,False,False
552,Wait what marriage post naah?,0,0,False,False
553,"Hoye jabe, bujtachi bisoy ta. 🙂",0,0,True,False
554,Congratulations 👏,0,0,False,False
555,🤍🖤,0,0,False,False
556,Biya ta kore felo bro👀,0,0,True,False
557,@thechotobhai bai aibabe post na kore kaji office a giye biye kore felen tar por hotath akdin status diben i got married...  more,0,0,True,False
558,বিয়ে কবে,0,0,True,False
559,❤️❤️,0,0,False,False
560,Just marry her atp bruh😭,0,0,False,False
561,Cdirbhai,0,0,False,False
562,Bhai biyeta koirai felen:)),0,0,True,False
563,I thought engagement hoi gese😭😭😭,0,0,False,False
564,FWB VAI ?👀👏,0,0,False,False
565,😍😍,0,0,False,False
566,❤️,0,0,False,False
567,@thechotobhai Bro sees shipping comment 😳 bro acts like 😾 bro from inside 😜,0,0,False,False
568,مبروك يا تُسْنِحَة على المليون! و شكراً لك على النظر إليّ دائماً 😊,0,0,True,False
569,الله أكبر! مبروووووك مليون متابع، طيب بس كفاية رفع النظر ليش 😂.,0,0,True,False
570,Choto vai biya korso kobe?,0,0,True,False
571,Shob hoga marar dhanda 🙂,0,0,True,False
572,Both Are my favorite,0,0,False,False
573,❤️🔥,0,0,False,False
574,Tomra biye kobe korba?,0,0,True,False
575,@t.sunehra the choto bhabi,0,0,False,False
576,🩵🩵🩵🩵🩵🩵,0,0,False,False
577,"In one of the most breathtaking nights in football history, Inter Milan edged past Barcelona 7-6 in a Champions League...  more",0,0,False,False
578,👀😭😍,0,0,False,False
579,The looking UPto has two meanings...😜,0,0,False,False
580,তোমার বান্ধবী আমার চয়েজ হইছে 😍,0,0,True,False
581,মাশাল্লাহ অনেক সুন্দর লাগতেছে দুজনকে,0,0,True,False
582,I thought they got married or engaged 😭🙏,0,0,False,False
583,"বিশ্বাস না হলে মিলিয়ে নিয়েন! এদের বিয়ে হবেই হবে!,!🤌🏾🌝",0,0,True,False
584,Lol first y Bhabsilam weeding post 🤡,0,0,False,False
585,vai first react ar comment😞💖,2,0,False,False
586,Congratulations,3,0,False,False
587,MasahAllah 😭🫶,4,0,False,False
588,bhabir sathe onek manaiya 😞,5,0,True,False
589,🔥,1,0,False,False
590,Allah kih cuteee ree vaii tumraaa😭😭🫶🫶🫶,10,0,True,False
591,Kobe Biye🥺,2,0,False,False
592,Bro's pookie 👀,3,0,False,False
593,W'S IN THE CHATZZZ,2,0,False,False
594,জামাই নজর যেন না লাগে,1,0,True,False
595,Bro big fan 🥺🎀,1,0,False,False
596,Congratulations 🎉👏,2,0,False,False
597,🔥,1,0,False,False
598,❤️❤️❤️,1,0,False,False
599,Ki sondor kore vabi takai ase😭,12,0,True,False
600,both are so cutest🫀,2,0,False,False
601,ভবিষ্যত ভাবী 🫶🖤🔥,2,0,True,False
602,🔥🔥🔥🔥😍,1,0,False,False
603,Jatir vabi ..!!!,36,0,False,False
604,wow,0,0,False,False
605,🩷✨,0,0,False,False
606,Ki manaise dujonke 😮 woww 🙌,0,0,True,False
607,😮👏,0,0,False,False
608,Late April fool?,4,0,False,False
609,Hayreee,0,0,False,False
610,Manaiche😵,0,0,False,False
611,R eta dekha baki cilo😢,0,0,True,False
612,Iss dono ko kisiki Najar na lage 😩🌚🤌🏻,15,0,True,False
613,Ami... Bhabsi hoye gese 👀,249,0,True,False
614,Dhur ami mone korlam aro tmdr engagement er announcement,0,0,True,False
615,"Mante partasi nh,, tmi sudu amr😞",0,0,True,False
616,বিয়ের করে পোস্ট করেছে ভাবছিলাম😅,3,0,True,False
617,Vabis,0,0,False,False
618,Hmmmm matching matching 💀,2,0,False,False
619,Dirim,0,0,False,False
620,Such a graceful and elegant couple...👌🏻👌🏻,0,0,False,False
621,Vabiiiii❤️,1,0,False,False
622,❤️❤️❤️,1,0,False,False
623,Mashaallah ❤️,5,0,False,False
624,🔥🔥🔥🔥,1,0,False,False
625,😭😭😭😭🤲🏻🎀,3,0,False,False
626,Same same but dreffent!,0,0,False,False
627,,0,0,False,False
628,❤️❤️❤️,1,0,False,False
629,,0,0,False,False
630,So sweet ❤️,1,0,False,False
631,Cute,1,0,False,False
632,Married post chaii🤭 jeno congratulations janate parii😍,1,0,False,False
633,Oi kireee😒,0,0,False,False
634,The way i screamed!! 😭😭 They both look so beautiful mashallah💌,1,0,False,False
635,Cuteeee,1,0,False,False
636,"This photo will break the internet soon! ""তাহলে কি বিয়ে হতে যাচ্ছে রাফসান আর সুনেহরার?!""",173,0,True,False
637,National vabi hobe🥲,2,0,True,False
638,Bhai biye koira felen boring lagtese onk ektu,1,0,True,False
639,❤️🔥🔥,1,0,False,False
640,Why I am thinking it's a married post😂,303,0,False,False
641,Ishq hai,1,0,False,False
642,Dhur bhabsi biye hoye gese😭,1,0,True,False
643,Position টা একটু এদিক ওদিক হলেই ব্যাস💀,2,0,True,False
644,,1,0,False,False
645,Same same color dress 👀something something,2,0,False,False
646,Airkm akta weeding post ar opekkai 😭,1,0,True,False
647,Ahaa😭😭😭😭,1,0,False,False
648,Bhai apnar bhuri din din bartese bhuri koman,2,0,True,False
649,Ar ekhon @thechotobhai sobar comment er reply e bro bro… likhte thakbe as always 🙂‍↕️🙂‍↔️,0,0,True,False
650,Ahaa 🔥❤️😋😋,1,0,False,False
651,"Come on @thechotobhai, vhondami na kre just marry her",2,0,False,False
652,Couple goal 🔥,0,0,False,False
653,Having a best friend like you is truly a blessing.,3,0,False,False
654,Bro got married shit,1,0,False,True
655,Marry someone who looks at you like this.,2,0,False,False
656,I think we can stop playing dumb atp 🥀💔,2,0,False,False
657,Sunehrar bag o carry kore dekhi 🐸,1,0,True,False
658,❤️❤️❤️,3,0,False,False
659,😍❤️🔥,1,0,False,False
660,Same outfit :))!,1,0,False,False
661,really 😮,1,0,False,False
662,Biya when?,2,0,False,False
663,Jonogon aro sure Hoye gelo 🙌,1,0,True,False
664,Rafsan ar bow,1,0,False,False
665,Caption na pore shudhu pic dekhle j keu mone korbe biye announcement er post 🤭❤️ but yeah you both look so cute...  more,1,0,False,False
666,2 jon k ak sathe khub shundar lagtise boibahik jibon sukher hok🙂💔,1,0,True,False
667,😩🫶,1,0,False,False
668,Your best pookie fr fr,0,0,False,False
669,Ohhhh Eita biyer post naa Tahole 🥲,1,0,True,False
670,Bia done?,2,0,False,False
671,Best 🙌,1,0,False,False
672,Same same but different,1,0,False,False
673,Caption dekhar age to vabsi tomra biye kore felso vai,1,0,True,False
674,Bhai biye ta koirai felen jokes aside YOU TWO LOOK DAMNNN GOOOD!,1,0,False,True
675,Bro its obvious,3,0,False,False
676,Apnara biye keno korsen na?,3,0,True,False
677,I thought biyer post diye dise lmao 🤣,61,0,False,False
678,Ohooo goals,1,0,False,False
679,🌝🌝🌝🌝,1,0,False,False
680,Ami vabsi mone hoy biyar post🥀😵‍💫,0,0,True,False
681,Sunehra The Choto Vabi,2,0,False,False
682,Getting married soon?,1,0,False,False
683,Shobar biye hoitese tmdr tai Baki ken mia ektu biyer vlogs dekhtam LoL 😆,2,0,True,False
684,❤️🌸,1,0,False,False
685,Vai kobe biye korlen😭,1,0,True,False
686,Ami vablam marital status 🥲🤲,1,0,False,False
687,Jodi beche taki tahole dekbo apni @t.sunehra kei biye korben 😁👀,2,0,True,False
688,Allahumma barik,1,0,False,False
689,Biya korbo Kobe baya 👀,1,0,True,False
690,Is it a married post? 🫠,1,0,False,False
691,wow literally thought biyar post,10,0,False,False
692,Bro ❌ bor ✅.,1,0,False,False
693,"Who cares, I’m awesome😈😍",1,0,False,True
694,Vai duijone biye ta kore pelle ki etota kharap hoy?? 🤭,1,0,True,False
695,Matching outfit💀 @thechotobhai 💀biye kokhon?,1,0,True,False
696,jamai bou,1,0,False,False
697,✨✨❤️,1,0,False,False
698,Aint no way bro getting married b4 gta 6.🔥🔥,2,0,False,False
699,Congratulations! Wishing you a happy married life filled with love 🔥😂,1,0,False,False
700,Bro what day we will congrats both of you...  more,1,0,False,False
701,Why am I thinking you are husband and wife?? 😻,2,0,False,False
702,Aren’t you guys husband - wife?,4,0,False,False
703,shaadi when bhai?,2,0,False,False
704,Love is blind,1,0,False,False
705,Kobe tmdr biyer news ta jante parbo?,1,0,True,False
706,Br0 etto confused and confession korar dorkar nai biye taa kore felo:),5,0,True,False
707,Vabsilam biye ta hoye gelo at last 😢,1,0,True,False
708,Verified  Any Valorant/CS2 players in the chat?,72,0,False,False
709,Ei leigai kj kheli na (PARI na kj),3,0,False,False
710,that one friend in our 5 stack ahh,0,0,False,False
711,Shoundor hoyce ❤️🙌.,0,0,False,False
712,Let him cook,1,0,False,False
713,bhai,1,0,False,False
714,Amar bashar kitchen e cook korte paro as u don’t have one,8,0,False,False
715,Bro cooked it so well 🔥,0,0,False,False
716,We lost !!,0,0,False,False
717,"""kj why aren't you moving?"". *Le the KJ on our team",98,0,False,False
718,Gamer ❌ ...  more,5,0,False,False
719,Chi vai amader deshe j ranna ghore ovab ta ajk janlam,1,0,True,False
720,no wonder why my teammates go afk every 2 minutes,83,0,False,False
721,Bro cooking both irl and val,1,0,False,False
722,Bro took Let him cook personally....,2,0,False,False
723,bro is literally cooking,2,0,False,False
724,Allah khida lege gelooooo its 5 am now @thechotobhai !! 😭,0,0,False,False
725,"@surgeon_of_death96 : scolding me for not giving calls, me after setting up every round",1,0,False,False
726,Bro's pc cooked too,1,0,False,False
727,Meanwhile My KJ thinks he's Jett,18,0,False,False
728,Screen ta gese mane hoi,9,0,True,False
729,Moja hoiche?,1,0,True,False
730,Vhiyeee🥰🥰,0,0,False,False
731,Kitchen set up,0,0,False,False
732,amio khete chai...!🔥,1,0,True,False
733,Bro tumi ki ki games khelo,1,0,False,False
734,aint no way bro is playing valorant in the big 2025 😭🥀,3,0,False,False
735,Vhiii dawatt dilaaa naaa...🙂🤌,2,0,False,False
736,Bro tumi kobe theke valorant khelo,0,0,True,False
737,Eating while gaming❌ Cooking while gaming✅,0,0,False,False
738,That one friend when gaming,1,0,False,False
739,"Bro is cooking while cooking,core mentality fr🤌🏻...........",1,0,False,False
740,Mouse model?,0,0,False,False
741,Bro gaming table ey cook korei ki khete hobe. Use kitchen bro,0,0,False,False
742,Valorant+kitchen,0,0,False,False
743,Bro Pls Reply To Me. Ronaldo's The Goat 🔥🐐,0,0,False,False
744,Oh bro dmn🤩,0,0,False,False
745,Wanna vs?,0,0,False,False
746,Me As a guy who home cooks and uses a electric chula😂. Cooking infront of the screen will obviously screen'r 12 tah...  more,0,0,False,False
747,"You're not playing game, so why not make it in the kitchen 🙄",0,0,False,False
748,"Unknown : ""Khai dai kam nai?""",0,0,False,False
749,bolsilam @mahimmakes got a competitor.,0,0,False,False
750,Like me ! 🙂,0,0,False,False
751,Cs2 khalen na?,0,0,False,False
752,with valorant,0,0,False,False
753,Ki luxury jibon Bhai 🙂👏,0,0,False,False
754,whats your rank? Lets stack together,0,0,False,False
755,Wanna vs rafsan bhai,0,0,False,False
756,average comp teammates,0,0,False,False
757,Impressive 🔥💫 😈🙈,0,0,False,True
758,Allat to die to a AWP or deagle user.,0,0,False,False
759,lolzz 🙂,0,0,False,False
760,Teammates you get when playing ranked ah scene,0,0,False,False
761,❤️🙌🔥,0,0,False,False
762,Vai Vedio er sathe song ta ekdom e match hoi nai,0,0,True,False
763,Rafsan the cook..... Bringing justice to you guys... 🤌🔥,0,0,False,False
764,😂😂😂😂😂,0,0,False,False
765,Which is your main?,0,0,False,False
766,হাহাহা,0,0,True,False
767,Bro ami khabo . Amk daw 😳,0,0,False,False
768,Bro ami tmr sathe val khelte chai...,0,0,True,False
769,Bhaia ami tomar sathe khelte chai please😢😢,0,0,False,False
770,Bhai how???😂,0,0,False,False
771,Egula korle team mate gaali dey na?,0,0,True,False
772,Egula koro amar shathe rank e dhuike bhai.. khela jabena ar tomar shathey,0,0,True,False
773,He bro ki obostha..??,0,0,True,False
774,So ur telling me i need to do this in order to play proper kj?,0,0,False,False
775,Same amader team eo ase round shuru hoileo spawn e boiya thake😑,0,0,True,False
776,Wtff!😐,0,0,False,False
777,Stop playing unrated bruh,0,0,False,False
778,Bro can I play with ya? Reyna and Omen main ...  more,0,0,False,False
779,"Bro, valorant a to round ta to haira galan",0,0,False,False
780,Do one with Chamber !,0,0,False,False
781,Bro is cooking everywhere 👏,0,0,False,False
782,,0,0,False,False
783,"yea, dude will you play valo with me??",0,0,False,False
784,we got rafsan the chotovai playing valorant before gta 6,0,0,False,False
785,I want to be your gaming partner 😶💀,0,0,False,False
786,Omen or Cypher!!🔥❤️ Plus Omen has cake😭🤌,0,0,False,False
787,The rich kid cooking in front his pc not being scared to ruin it😂,0,0,False,False
788,Thats why ur still hardstuck bronze😢,0,0,False,False
789,Reyna or raze khelo then dekho move na korle tm ra kmne tmr steak banay😆,0,0,False,False
790,teammates in rank up match,0,0,False,False
791,Kitchen simulator khelooo. Valorant na kheilaaa.,0,0,False,False
792,Vhi ki 5090 necho naki😮,0,0,False,False
793,@lameass.loser tuio bana akta video 🔥,0,0,False,False
794,Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩Love For 🇧🇩🇧🇩❤️,0,0,False,False
795,🔥,0,0,False,False
796,Bro has a kitchen knife in his drawer,0,0,False,False
797,Where is suneheras cmt??,0,0,False,False
798,ow your reels get viral more in Instagram than youtube,0,0,False,False
799,Female Gaming setup 😭,0,0,False,False
800,Average ranked match teammates 💀,0,0,False,False
801,Bro cooked before GTA-6 💀🥶,0,0,False,False
802,Bhaiya ami apnar shathe valorant khelte chai apni jodi apnar username ta diten,0,0,True,False
803,"afk koren kn ? ban khaben to mia,ranna banna apnar boure korte bolen",0,0,True,False
804,Dude....night core....🔥🔥,0,0,False,False
805,bhai spawn e dariye theke ranna korche🫠. btw Kuronami give away korben na?,0,0,True,False
806,my tongue is watering 🤤,0,0,False,False
807,After match Riot gams Ban for 5 minutes 😄,0,0,False,False
808,cooking both game and food😌✋🏻,0,0,False,False
809,Do ACE in live...,0,0,False,False
810,Bro still play with kj damn,0,0,False,True
811,খাওয়ার রিভিউটা যদি দিতেন 😂,0,0,True,False
812,WHERE TF IS KJ???...  more,0,0,False,False
813,@farhainna_,0,0,False,False
814,Bhai tmr ammu boke ni tmi room ke kitchen banai nicho!!!🥲,0,0,True,False
815,breeze is not even on the map pool🙏🙏,0,0,False,False
816,My teammates in my rankup game:,0,0,False,False
817,bhai dekhi immortal,0,0,False,False
818,bro is instalocker,0,0,False,False
819,Kha vai dekhaya khais na 😢,0,0,False,False
820,Bro cooked the setup aswell 😂,0,0,False,False
821,Bhai GTA 6 er jonno excited?.... (Akta gaming id khule felen🙃),0,0,True,False
822,Bro you'll burn the screen at this rate🙂,0,0,False,False
823,valo player sirr,0,0,False,False
824,Bro can you play free fire.????🔥,0,0,False,False
825,Bro is a killjoy main ???,0,0,False,False
826,Rank ki bhai,0,0,False,False
827,i play valorant .... whats your valorant id,0,0,False,False
828,That instalock reyna in my team,0,0,False,False
829,Sundor hoicay bro ❤️❤️🔥🔥🔥,0,0,True,False
830,Be careful don't burn ur monitor🔥,0,0,False,False
831,Basay kitchen nai??,0,0,False,False
832,This reel has triggered my OCD more than everything,0,0,False,False
833,Game name,0,0,False,False
834,If i do this my mom would stand behind me like a demon 💀🙏🏾,0,0,False,False
835,Masallah❤️,0,0,False,False
836,kaca kaca mone hocche bhetore🙂 eta thik kore fried hoice?,0,0,True,False
837,Vai ami Cs2,0,0,False,False
838,"The kj on my team, Istg",0,0,False,False
839,Bro just really cooked the game 🤣🤤,0,0,False,False
840,@thechotobhai inv me over let me play a match with you 😭,0,0,False,False
841,na sova is best T+T,0,0,False,False
842,Ong i cook 100x better,0,0,False,False
843,you should cook on your gpu😂,0,0,False,False
844,bro cooked the game😂,0,0,False,False
845,i through its a europe yter but ai ta to amader boro bhai:>:>,0,0,False,False
846,Sage main😢,0,0,False,False
847,Kj main amio,0,0,False,False
848,kayo mains be like:- 🤖-🍳-🍲,0,0,False,False
849,bro we cook others in game,0,0,False,False
850,Bhai big 2025 e kemne val khele tf 😭💔🥀,0,0,True,False
851,Whats ur rank 😮,0,0,False,False
852,Bro is cooking while cooking in valo,0,0,False,False
853,Toilet 🚽 tao table er Sathe Nia nao .taile ar kosto Korte hoilo nah !,0,0,True,False
854,"Wanna rank push? I was diamond,now silver",0,0,False,False
855,❤️,0,0,False,False
856,Play valo with me bro ❤️,0,0,False,False
857,Ei leigayi nsu chance paynai R ami bhapsi chance pawa hard,0,0,True,False
858,So sad bro!,0,0,False,False
859,Verified  pro🔥,0,0,False,False
860,immortal gun buddy?,0,0,False,False
861,Now I understand what my teammates are doing and why I am D-ranking,0,0,False,False
862,valo lover 😂,0,0,False,False
863,-23 RR,0,0,False,False
864,bhai parle compe te kore dekhan,0,0,True,False
865,This why ur still ascendant 2,0,0,False,False
866,I can hear the lobby,0,0,False,False
867,POV : my teammates on my rank up match :_),0,0,False,False
868,Iftekhar bhai when you doing this sort of challenges with a young subscriber ?,0,0,False,False
869,@thechotobhai I play...❤️,0,0,False,False
870,Nightmares of ocd peoples,0,0,False,False
871,Sunerah vabir kach theke review nen,0,0,True,False
872,Vai👏,0,0,False,False
873,Bro cooked both dish and valorant 💀,0,0,False,False
874,Keyboard kontaa👀,0,0,False,False
875,Then you got ban for 1 hr :(,0,0,False,False
876,Afk offense ban soon,0,0,False,False
877,F****!!!!,0,0,False,False
878,How the ur immo?,0,0,False,False
879,[Chat /All ] : Afk base,0,0,False,False
880,Bruh just cooking 💀🫶,0,0,False,False
881,My ranked teammates.,0,0,False,False
882,❤️❤️❤️,0,0,False,False
883,-🤍🤍,0,0,False,False
884,👏report rafsan bhay because he was botting in that match,0,0,False,False
885,Pc specs sir!,0,0,False,False
886,"Bro, I want to know your review of the food, from you ?",0,0,False,False
887,Abar motu hoiben mia,0,0,False,False
888,🔥🔥🔥,0,0,False,False
889,"At this temperature, is the computer still working?",0,0,False,False
890,Radiant gameplay manush ke kj kheltew baddho kore :'(,0,0,False,False
891,Bhai vabi k ranna kore Kobe khawaben?,0,0,True,False
892,Day 1 of commenting on @thechotobhai comment section so that he comes to review my university’s cafeteria,0,0,False,False
893,Ato nesha😂,0,0,False,False
894,Avg teammate activity when I told him to plant the f**king spike 😭😭,0,0,False,False
895,Unrated vaiii??!!! Comp khelo naaa????!! Rank kiii?????!!,0,0,False,False
896,I think you are lazy😂,0,0,False,False
897,🔥🔥🔥,0,0,False,False
898,rank?,0,0,False,False
899,Bro finally started cooking in valorant 😍😆,0,0,False,False
900,Vai Minecraft khalen? 🙌🙌🙌🙌,0,0,False,False
901,Day 2 of commenting on @thechotobhai comment section so that he comes to review my university’s cafeteria,0,0,False,False
902,Lol! Gaming with cooking,0,0,False,False
903,Type of teammates i get when it’s my rank up match 🙂‍↕️,0,0,False,False
904,Etai dekhar baki chilo😭😭,0,0,True,False
905,cooked☠️,0,0,False,False
906,Teach me!!🤩,0,0,False,False
907,Bro cooked valorant with noodles and steak 😂🔥,0,0,False,False
908,😋,0,0,False,False
909,Shei khelen 🔥❤️,0,0,False,False
910,my ranked teammates on my rankup game,0,0,False,False
911,"Block mar madarcho Ke, Razzakar sala",0,0,False,True
912,I need detail about this induction cooker. Please please tell me,0,0,False,False
913,LMAO 😂,0,0,False,False
914,What agent do you main? BTW Love from Khulna.,0,0,False,False
915,whats ur gpu,0,0,False,False
916,vi apner jonne amar rank minus hoe gelo vi.,0,0,True,False
917,Laptop নষ্ট হইয়া যাইব🙂,0,0,True,False
918,Ekta reply dite paren na❤️😒,0,0,True,False
919,🔥🔥🔥,0,0,False,False
920,Meanwhile Reyna mains 💔,0,0,False,False
921,Bro try Fornite ☠️,0,0,False,False
922,Verified  whatever you do do not tag @mrbeast,150,0,False,False
923,"The kid offering a piece of memory, 'Do you want my mango?.' Such a wholesome moment. Keep it up. 👏",501,0,False,False
924,🔥🔥🔥🔥🔥🔥,2,0,False,False
925,Lil bro carrying a random mango😭,62,0,False,False
926,Interesting 😍 Good Job Boys 👏,15,0,False,False
927,Can you open it for me sir 😍,22,0,False,False
928,LMAO WHEN WAS THIS,5,0,False,False
929,Mango is the best🙌,3,0,False,False
930,Give me one bro 😢 ik you don't,10,0,False,False
931,These kids are your younger version,101,0,False,False
932,This is so cuteeeee,6,0,False,False
933,posh kids bro😭,121,0,False,False
934,Aww the kids were so wholesome ❤️,68,0,False,False
935,bro every kid from bd should speak english like this,685,0,False,False
936,@mrbeast 😍,3,0,False,False
937,These kids are so nice ngl,27,0,False,False
938,Kon school er baccha? Ora onk cute😭🫶,4,0,True,False
939,MY CLASSMATES HAHAHAH,4,0,False,False
940,haire nabeel,0,0,False,False
941,school life shesh ar ekhon shuru korla giveaway 😢,526,0,True,False
942,@mrbeast,1,0,False,False
943,Bhai Faridpur Kobe ashba😭😭,1,0,True,False
944,Eto Polite kids damn😭😭,5,0,False,True
945,'can you open it for me sir 💗',30,0,False,False
946,Chotobhai i want to see you in Chandpur ♥️,1,0,False,False
947,Bro amk eo dita taste kore boltam😔,1,0,True,False
948,"@saif_rahman2001 bhaii, look at the children of the posh area, Gulshan Baridhara 😢",1,0,False,False
949,Second like and first comment!,1,0,False,False
950,Real question is.. how was that mango?,168,0,False,False
951,Feastables team >>>>>,10,0,False,False
952,Do the ashton hall morning routine bro,1,0,False,False
953,Damn that Mango,1,0,False,True
954,i see my classmate ozair my goat,2,0,False,False
955,They became a celebrity-,1,0,False,False
956,These kids speak better English than my ex’s excuses!😆,10,0,False,False
957,"Bro I have been following you and been a fan of yours since 2018! | admired you because your honest food reviews, THATS...  more",0,0,False,False
958,Bangla Bola shikhte bolen,23,0,True,False
959,Feastables and dubai kunafa both tastes different,0,0,False,False
960,Tui mor shala nijere bhabsos ki chocolate des?,0,0,True,False
961,Ayo that's me in the video,10,0,False,False
962,Why you don't open a chocolate company? 🙂......I think everybody will like it.... 👏,1,0,False,False
963,posh kids,1,0,False,False
964,When rafsan meets his own kind 😂,1,0,False,False
965,Das me,2,0,False,False
966,Bahahahahaha,2,0,False,False
967,@feastables,0,0,False,False
968,Oow wow!!,1,0,False,False
969,Bro those kids speaking English better than My English Teacher 🔥,1,0,False,False
970,Why dont u come to Siddiquis international😭,1,0,False,False
971,Bro how unfair amader time e kothay chila,0,0,True,False
972,Goat o2,1,0,False,False
973,Nice Video 😍,0,0,False,False
974,❤️❤️❤️❤️,0,0,False,False
975,@mrbeast bro's chocolate got roasted :/,0,0,False,False
976,The both are best 🔥,0,0,False,False
977,@mrbeast you better level up bro 🥲,0,0,False,False
978,Make ur own chocolate company 🙏so that i can try it😍,0,0,False,False
979,@mrbeast,0,0,False,False
980,নাইস,0,0,True,False
981,Edge of dreams🌺,0,0,False,False
982,Goat o2,0,0,False,False
983,Vai mrbeast er pasa chato kno tmr nijer video to valo hoy oitare arektu spice dao and audience gather koro content valo...  more,0,0,True,False
984,@bad.mrbeast,0,0,False,False
985,Modern day kids are just way ahead of their times,0,0,False,False
986,Cute children ❤️,0,0,False,False
987,O2 🐐 🙌🙌🙌,0,0,False,False
988,🙌,0,0,False,False
989,Really good choto vai 🙌🔥,0,0,False,False
990,এটা কি ইউরোপে? ভাই 🙂,0,0,True,False
991,Rafsan bro! loves you a lot🤍,0,0,False,False
992,Give me a gift 🇧🇩❤️🤭,0,0,False,False
993,Bro amk eo dita taste kore boltam😔,0,0,True,False
994,❤️,0,0,False,False
995,😮😮,0,0,False,False
996,I want to try to Mr Bean chocolate how to get it,0,0,False,False
997,You already tagged him so yeahh @mrbeast,0,0,False,False
998,Those kids are real sweet,0,0,False,False
999,@mrbeast,0,0,False,False
1000,@mrbeast see,0,0,False,False
1001,@mrbeast BRUH! YOU'RE DESTROYED...😢,0,0,False,False
1002,Bro u are oky but the Kids looks like farom er murgi 💀,0,0,False,False
1003,@mrbeast time for a collab with my boy @thechotobhai,0,0,False,False
1004,@mrbeast check it outtttttttttt💥💥,0,0,False,False
1005,@mrbeast bro you gotta see this,0,0,False,False
1006,Borovai with blue tshirt looks nice!,0,0,False,False
1007,Where the fuck that kid find a mango 😂,0,0,False,True
1008,Siuuu,0,0,False,False
1009,Ekbar feni teo asho! Amader k khawai o review nite paro😂,0,0,True,False
1010,Bro come to review in BMARPC,0,0,False,False
1011,❤️❤️❤️,0,0,False,False
1012,@mrbeast,0,0,False,False
1013,Please come somewhere more underprivileged🙂,0,0,False,False
1014,@mrbeast commmminggg!!🔥,0,0,False,False
1015,🔥,0,0,False,False
1016,@mrbeast,0,0,False,False
1017,Good job bro 👏,0,0,False,False
1018,"Now @mahimmakes will come and say, ""এখন বাসায় বসেই বানিয়ে ফেলতে পারবেন এরকম একটি পারফেক্ট আমের জুস।"" 🤣🤣",0,0,True,False
1019,Vai boro lok der area te gese🙂🙂 S...  more,0,0,True,False
1020,aj gorib bole rafsan bhai er dekha pai na😢,0,0,True,False
1021,Tbh they're English is really good. Gen alpha won't be that bad I think,0,0,False,False
1022,@mrbeast,0,0,False,False
1023,Ora maybe english medium e pore tsi eto fluent eng pare,0,0,False,False
1024,hahaha crazy,0,0,False,False
1025,@mrbeast 😭,0,0,False,False
1026,Foreign polapain naki,0,0,False,False
1027,@mrbeast @mrbeast something very important @mrbeast,0,0,False,False
1028,Very nice.,0,0,False,False
1029,They are so sweet omgg cuteee,0,0,False,False
1030,@mrbeast Look bro is ruining your business,0,0,False,False
1031,@mrbeast,0,0,False,False
1032,@mrbeast,0,0,False,False
1033,Mom : oporichito der theke chocolate khaba na...,0,0,True,False
1034,@thechotobhai my man 💪,0,0,False,False
1035,@mrbeast 😢❤️,0,0,False,False
1036,ভাইজান ভালোবাসা নিবেন 🙌❤️,0,0,True,False
1037,🍭💗😄,0,0,False,False
1038,@mrbeast,0,0,False,False
1039,"Bro,very interested 😍",0,0,False,False
1040,@mrbeast,0,0,False,False
1041,"@mrbeast is working to eliminate child labor, which is why @feastables is the best chocolate!",0,0,False,False
1042,Onek doa korechilam tomar come back korar jonno.. akhon onek valo lagche ager moto tomake dekhe. God bless you.😇,0,0,True,False
1043,bro tmi English Medium er school er pase geco jate kore content english eh hoy?,0,0,True,False
